fuzzel,1.10.2 1,https://codeberg.org/XDream8/kiss-repo.git,wayland/fuzzel,main,"XDream8"
swayimg,2.4 1,https://codeberg.org/XDream8/kiss-repo.git,wayland/swayimg,main,"XDream8"
bash,5.2.p15 1,https://codeberg.org/XDream8/kiss-repo.git,extra/bash,main,"XDream8"
libtermkey,0.22 2,https://codeberg.org/XDream8/kiss-repo.git,extra/libtermkey,main,"XDream8"
dprint,0.47.2 1,https://codeberg.org/XDream8/kiss-repo.git,extra/dprint,main,"XDream8"
yambar,1.11.0 1,https://codeberg.org/XDream8/kiss-repo.git,extra/yambar,main,"XDream8"
shfmt,3.7.0 1,https://codeberg.org/XDream8/kiss-repo.git,extra/shfmt,main,"XDream8"
hc-rs,0.3.6 1,https://codeberg.org/XDream8/kiss-repo.git,extra/hc-rs,main,"XDream8"
powertop,2.15 1,https://codeberg.org/XDream8/kiss-repo.git,extra/powertop,main,"XDream8"
yazi,0.3.0 1,https://codeberg.org/XDream8/kiss-repo.git,extra/yazi,main,"XDream8"
ttf-nerd-fonts-fira-code,2.2.1 1,https://codeberg.org/XDream8/kiss-repo.git,extra/ttf-nerd-fonts-fira-code,main,"XDream8"
python,3.11.9 1,https://codeberg.org/XDream8/kiss-repo.git,extra/python,main,"XDream8"
perl-rename,1.14 1,https://codeberg.org/XDream8/kiss-repo.git,extra/perl-rename,main,"XDream8"
i3blocks,1.5 1,https://codeberg.org/XDream8/kiss-repo.git,extra/i3blocks,main,"XDream8"
file-rs,0.2.3 1,https://codeberg.org/XDream8/kiss-repo.git,extra/file-rs,main,"XDream8"
eza,0.18.8 1,https://codeberg.org/XDream8/kiss-repo.git,extra/eza,main,"XDream8"
brightnessctl,0.5.1 1,https://codeberg.org/XDream8/kiss-repo.git,extra/brightnessctl,main,"XDream8"
alsa-utils,1.2.10 1,https://codeberg.org/XDream8/kiss-repo.git,extra/alsa-utils,main,"XDream8"
trashy,2.0.0 1,https://codeberg.org/XDream8/kiss-repo.git,extra/trashy,main,"XDream8"
nim,2.0.0 1,https://codeberg.org/XDream8/kiss-repo.git,extra/nim,main,"XDream8"
ffmpegthumnailer,2.2.2 1,https://codeberg.org/XDream8/kiss-repo.git,extra/ffmpegthumnailer,main,"XDream8"
chafa,1.14.2 1,https://codeberg.org/XDream8/kiss-repo.git,extra/chafa,main,"XDream8"
nitch,git 1,https://codeberg.org/XDream8/kiss-repo.git,extra/nitch,main,"XDream8"
htop,3.2.2 1,https://codeberg.org/XDream8/kiss-repo.git,extra/htop,main,"XDream8"
vis,git 1,https://codeberg.org/XDream8/kiss-repo.git,extra/vis,main,"XDream8"
lrzip,0.651 1,https://codeberg.org/XDream8/kiss-repo.git,extra/lrzip,main,"XDream8"
qemu,8.2.0 1,https://codeberg.org/XDream8/kiss-repo.git,extra/qemu,main,"XDream8"
kiss-utils,2023.01.26 1,https://codeberg.org/XDream8/kiss-repo.git,extra/kiss-utils,main,"XDream8"
ps_mem,3.14 1,https://codeberg.org/XDream8/kiss-repo.git,extra/ps_mem,main,"XDream8"
checkbashisms,2.23.5 1,https://codeberg.org/XDream8/kiss-repo.git,extra/checkbashisms,main,"XDream8"
ttf-font-awesome,6.4.2 1,https://codeberg.org/XDream8/kiss-repo.git,extra/ttf-font-awesome,main,"XDream8"
fltk,git 1,https://codeberg.org/XDream8/kiss-repo.git,extra/fltk,main,"XDream8"
pfetch-rs,2.10.0 1,https://codeberg.org/XDream8/kiss-repo.git,extra/pfetch-rs,main,"XDream8"
lf,r31 1,https://codeberg.org/XDream8/kiss-repo.git,extra/lf,main,"XDream8"
axel,2.17.11 2,https://codeberg.org/XDream8/kiss-repo.git,extra/axel,main,"XDream8"
fm6000,git 1,https://codeberg.org/XDream8/kiss-repo.git,extra/fm6000,main,"XDream8"
noto-emoji,2.038 1,https://codeberg.org/XDream8/kiss-repo.git,extra/noto-emoji,main,"XDream8"
slstatus,git 1,https://codeberg.org/git-bruh/kiss-repo.git,repo/slstatus,master,"git-bruh"
libunwind,1.8.3 1,https://codeberg.org/git-bruh/kiss-repo.git,repo/libunwind,master,"git-bruh"
libtraceevent,1.8.7 1,https://codeberg.org/git-bruh/kiss-repo.git,repo/libtraceevent,master,"git-bruh"
perf,6.18.4 1,https://codeberg.org/git-bruh/kiss-repo.git,repo/perf,master,"git-bruh"
icecream-sundae,1.1.0 1,https://codeberg.org/git-bruh/kiss-repo.git,repo/icecream-sundae,master,"git-bruh"
meta,1 1,https://codeberg.org/git-bruh/kiss-repo.git,repo/meta,master,"git-bruh"
catppuccin-mocha-gtk,0.4.1 1,https://codeberg.org/git-bruh/kiss-repo.git,repo/catppuccin-mocha-gtk,master,"git-bruh"
icecream,1.4 1,https://codeberg.org/git-bruh/kiss-repo.git,repo/icecream,master,"git-bruh"
base,1 1,https://codeberg.org/git-bruh/kiss-repo.git,repo/base,master,"git-bruh"
libiberty,20230104 1,https://codeberg.org/git-bruh/kiss-repo.git,repo/libiberty,master,"git-bruh"
qogir-cursors,2022-11-05 1,https://codeberg.org/git-bruh/kiss-repo.git,repo/qogir-cursors,master,"git-bruh"
s6-scripts,git 1,https://codeberg.org/git-bruh/kiss-repo.git,repo/s6-scripts,master,"git-bruh"
kiss-ng,git 1,https://codeberg.org/git-bruh/kiss-repo.git,repo/kiss-ng,master,"git-bruh"
linux-firmware,20251125 1,https://codeberg.org/git-bruh/kiss-repo.git,repo/linux-firmware,master,"git-bruh"
linux,6.18.6 1,https://codeberg.org/git-bruh/kiss-repo.git,repo/linux,master,"git-bruh"
dinit-rc,git 1,https://codeberg.org/git-bruh/kiss-repo.git,repo/dinit-rc,master,"git-bruh"
wireless-regdb,2025.10.07 1,https://codeberg.org/git-bruh/kiss-repo.git,repo/wireless-regdb,master,"git-bruh"
mpv,0.41.0 1,https://codeberg.org/git-bruh/kiss-repo.git,overrides/mpv,master,"git-bruh"
libunwind,21.1.8 1,https://codeberg.org/git-bruh/kiss-repo.git,overrides/libunwind,master,"git-bruh"
firefox,147.0.3 1,https://codeberg.org/git-bruh/kiss-repo.git,overrides/firefox,master,"git-bruh"
clang,21.1.8 1,https://codeberg.org/git-bruh/kiss-repo.git,overrides/clang,master,"git-bruh"
lld,21.1.8 1,https://codeberg.org/git-bruh/kiss-repo.git,overrides/lld,master,"git-bruh"
llvm,21.1.8 1,https://codeberg.org/git-bruh/kiss-repo.git,overrides/llvm,master,"git-bruh"
jdk8-bin,8.292.10.1 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/jdk8-bin,master,"git-bruh"
pi-hole-ftl,1.14 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/pi-hole-ftl,master,"git-bruh"
btop,1.0.13 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/btop,master,"git-bruh"
alsa-plugins,1.2.5 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/alsa-plugins,master,"git-bruh"
digitalocean-net,git 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/digitalocean-net,master,"git-bruh"
stagit,0.9.5 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/stagit,master,"git-bruh"
slstatus,git 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/slstatus,master,"git-bruh"
gettext-stub,1 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/gettext-stub,master,"git-bruh"
openal-soft,git 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/openal-soft,master,"git-bruh"
xorg-libs,1 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/xorg-libs,master,"git-bruh"
glu,9.0.2 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/glu,master,"git-bruh"
ghc,9.0.1 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/ghc,master,"git-bruh"
glfw,3.3.4 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/glfw,master,"git-bruh"
v4l2loopback,9ba7e294ea6f45410a15f192381d4918e8df4f02 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/v4l2loopback,master,"git-bruh"
libsndfile,1.0.31 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/libsndfile,master,"git-bruh"
dendrite,git 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/dendrite,master,"git-bruh"
keyutils,1.6.3 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/keyutils,master,"git-bruh"
glew,2.2.0 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/glew,master,"git-bruh"
gcompat,git 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/gcompat,master,"git-bruh"
libidn,1.36 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/libidn,master,"git-bruh"
pi-hole,5.2.4 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/pi-hole,master,"git-bruh"
gotify-server,2.0.21 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/gotify-server,master,"git-bruh"
libpulse,16.1 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/libpulse,master,"git-bruh"
xsel,9fc4e3e4e3f1231cabfdc2e1438155f9390bc517 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/xorg/xsel,master,"git-bruh"
sxhkd,0.6.2 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/xorg/sxhkd,master,"git-bruh"
picom,9.1 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/xorg/picom,master,"git-bruh"
xwallpaper,0.7.4 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/xorg/xwallpaper,master,"git-bruh"
dmenu,5.1 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/xorg/dmenu,master,"git-bruh"
bspwm,0.9.10 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/xorg/bspwm,master,"git-bruh"
st,0.8.5 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/xorg/st,master,"git-bruh"
bsdiff,b817e9491cf7b8699c8462ef9e2657ca4ccd7667 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/bsdiff,master,"git-bruh"
ecryptfs-utils,111 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/ecryptfs-utils,master,"git-bruh"
iwyu,0.16 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/iwyu,master,"git-bruh"
libgit2,1.4.3 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/libgit2,master,"git-bruh"
erlang,25.1.2 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/erlang,master,"git-bruh"
json-glib,1.6.4 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/json-glib,master,"git-bruh"
barnard,git 1,https://codeberg.org/git-bruh/kiss-repo.git,abandoned/barnard,master,"git-bruh"
kotlin,1.9.24 1,https://codeberg.org/git-bruh/kiss-repo.git,android/kotlin,master,"git-bruh"
amazon-corretto-21,21.0.3.9.1 1,https://codeberg.org/git-bruh/kiss-repo.git,android/amazon-corretto-21,master,"git-bruh"
apktool,2.6.1 1,https://codeberg.org/git-bruh/kiss-repo.git,android/apktool,master,"git-bruh"
gradle-bin,7.5.1 1,https://codeberg.org/git-bruh/kiss-repo.git,android/gradle-bin,master,"git-bruh"
libpcap,1.10.6 1,https://codeberg.org/kiss-community/community.git,community/libpcap,main,"git-bruh"
dogefetch,1.2.4 1,https://codeberg.org/kiss-community/community.git,community/dogefetch,main,"Ali Burak"
runc,1.4.0 1,https://codeberg.org/kiss-community/community.git,community/runc,main,"git-bruh"
kfc,0.1.3 1,https://codeberg.org/kiss-community/community.git,community/kfc,main,"mcpcpc"
rustup-bin,1.28.2 1,https://codeberg.org/kiss-community/community.git,community/rustup-bin,main,"git-bruh"
sbase,git 4,https://codeberg.org/kiss-community/community.git,community/sbase,main,"hovercats"
libtool,2.5.4 1,https://codeberg.org/kiss-community/community.git,community/libtool,main,"git-bruh"
bash,5.3.p9 1,https://codeberg.org/kiss-community/community.git,community/bash,main,"git-bruh"
fmt,12.1.0 2,https://codeberg.org/kiss-community/community.git,community/fmt,main,"git-bruh"
aerc,0.18.2 1,https://codeberg.org/kiss-community/community.git,community/aerc,main,"sewn"
dnsmasq,2.92 1,https://codeberg.org/kiss-community/community.git,community/dnsmasq,main,"git-bruh"
iproute2,6.18.0 1,https://codeberg.org/kiss-community/community.git,community/iproute2,main,"git-bruh"
libcupsfilters,2.0.0 1,https://codeberg.org/kiss-community/community.git,community/libcupsfilters,main,"Vouivre"
umurmur,0.2.20 2,https://codeberg.org/kiss-community/community.git,community/umurmur,main,"git-bruh"
qt5-svg,5.15.8 3,https://codeberg.org/kiss-community/community.git,community/qt5-svg,main,"davidgarland"
containerd,2.2.1 1,https://codeberg.org/kiss-community/community.git,community/containerd,main,"git-bruh"
libtermkey,0.22 2,https://codeberg.org/kiss-community/community.git,community/libtermkey,main,"Dante Issaias"
pystring,1.1.4 1,https://codeberg.org/kiss-community/community.git,community/pystring,main,"Rohan"
cloc,2.00 1,https://codeberg.org/kiss-community/community.git,community/cloc,main,"hovercats"
vundle,0.10.2 2,https://codeberg.org/kiss-community/community.git,community/vundle,main,"Arthur Williams"
libisoburn,1.5.4 1,https://codeberg.org/kiss-community/community.git,community/libisoburn,main,"git-bruh"
runit,2.1.2 1,https://codeberg.org/kiss-community/community.git,community/runit,main,"Dylan Araps"
limine,10.8.2 1,https://codeberg.org/kiss-community/community.git,community/limine,main,"vouivre"
apulse,0.1.13 1,https://codeberg.org/kiss-community/community.git,community/apulse,main,"wael"
btop,1.3.2 1,https://codeberg.org/kiss-community/community.git,community/btop,main,"AVS Origami"
swappy,1.8.0 1,https://codeberg.org/kiss-community/community.git,community/swappy,main,"git-bruh"
bc,1.07.1 1,https://codeberg.org/kiss-community/community.git,community/bc,main,"hovercats"
coreutils,9.5 1,https://codeberg.org/kiss-community/community.git,community/coreutils,main,"carnivorecookies"
swayfx,0.4 1,https://codeberg.org/kiss-community/community.git,community/swayfx,main,"Rohan"
patchelf,0.18.0 1,https://codeberg.org/kiss-community/community.git,community/patchelf,main,"git-bruh"
cryptsetup,2.8.4 1,https://codeberg.org/kiss-community/community.git,community/cryptsetup,main,"git-bruh"
protobuf,33.4 1,https://codeberg.org/kiss-community/community.git,community/protobuf,main,"git-bruh"
libmupdf,1.27.2 1,https://codeberg.org/kiss-community/community.git,community/libmupdf,main,"Owen Rafferty"
gsl,2.8 1,https://codeberg.org/kiss-community/community.git,community/gsl,main,"Ethan"
yt-dlp,2026.03.17 1,https://codeberg.org/kiss-community/community.git,community/yt-dlp,main,"Owen Rafferty"
hostapd,2.11 1,https://codeberg.org/kiss-community/community.git,community/hostapd,main,"chra"
kexec-tools,2.0.30 1,https://codeberg.org/kiss-community/community.git,community/kexec-tools,main,"git-bruh"
mtools,4.0.49 1,https://codeberg.org/kiss-community/community.git,community/mtools,main,"Vouivre"
libxslt,1.1.45 1,https://codeberg.org/kiss-community/community.git,community/libxslt,main,"git-bruh"
emacs-tsort,1.0.0 1,https://codeberg.org/kiss-community/community.git,community/emacs-tsort,main,"Ethan"
swaybg,1.2.1 1,https://codeberg.org/kiss-community/community.git,community/swaybg,main,"git-bruh"
mtr,0.95 1,https://codeberg.org/kiss-community/community.git,community/mtr,main,"Xiaodong Xu"
go-ipfs,0.12.0 1,https://codeberg.org/kiss-community/community.git,community/go-ipfs,main,"Daniel M. Matongo"
libsodium,1.0.20 1,https://codeberg.org/kiss-community/community.git,community/libsodium,main,"git-bruh"
ecl,24.5.10 1,https://codeberg.org/kiss-community/community.git,community/ecl,main,"Ethan"
catgirl,2.2a 1,https://codeberg.org/kiss-community/community.git,community/catgirl,main,"phoebos"
scroll,git 1,https://codeberg.org/kiss-community/community.git,community/scroll,main,"Michael Czigler"
lzo,2.10 1,https://codeberg.org/kiss-community/community.git,community/lzo,main,"mb"
viu,1.4.0 1,https://codeberg.org/kiss-community/community.git,community/viu,main,"Xiaodong Xu"
helix,25.07.1 1,https://codeberg.org/kiss-community/community.git,community/helix,main,"git-bruh"
docker-compose-bin,5.0.2 1,https://codeberg.org/kiss-community/community.git,community/docker-compose-bin,main,"git-bruh"
isync,1.4.4 1,https://codeberg.org/kiss-community/community.git,community/isync,main,"Nihal Jere"
powertop,2.15 1,https://codeberg.org/kiss-community/community.git,community/powertop,main,"jslick"
guile3-fibers-git,git 1,https://codeberg.org/kiss-community/community.git,community/guile3-fibers-git,main,"Ethan"
libutemper,1.2.1 1,https://codeberg.org/kiss-community/community.git,community/libutemper,main,"git-bruh"
mosh,1.4.0 2,https://codeberg.org/kiss-community/community.git,community/mosh,main,"Jason Eslick"
goimports,git 1,https://codeberg.org/kiss-community/community.git,community/goimports,main,"Camille"
ubase,git 5,https://codeberg.org/kiss-community/community.git,community/ubase,main,"hovercats"
nsd,4.14.0 1,https://codeberg.org/kiss-community/community.git,community/nsd,main,"chra"
libucontext,1.5 1,https://codeberg.org/kiss-community/community.git,community/libucontext,main,"git-bruh"
zzz,1 1,https://codeberg.org/kiss-community/community.git,community/zzz,main,"Dylan Araps"
tinygo-bin,0.33.0 1,https://codeberg.org/kiss-community/community.git,community/tinygo-bin,main,"git-bruh"
libvncserver,0.9.13 1,https://codeberg.org/kiss-community/community.git,community/libvncserver,main,"Michael Czigler"
spotify-player,0.20.3 1,https://codeberg.org/kiss-community/community.git,community/spotify-player,main,"sewn"
nq,1.0 1,https://codeberg.org/kiss-community/community.git,community/nq,main,"Vouivre"
terminus-font,4.49.1 2,https://codeberg.org/kiss-community/community.git,community/terminus-font,main,"nvidiaLinuxUser"
flatpak,1.16.3 1,https://codeberg.org/kiss-community/community.git,community/flatpak,main,"git-bruh"
curlpp,0.8.1 1,https://codeberg.org/kiss-community/community.git,community/curlpp,main,"djt3"
emacs-kiss-git,git 1,https://codeberg.org/kiss-community/community.git,community/emacs-kiss-git,main,"Ethan"
neatvnc,0.7.0 1,https://codeberg.org/kiss-community/community.git,community/neatvnc,main,"Rohan"
gron-git,git 1,https://codeberg.org/kiss-community/community.git,community/gron-git,main,"Xiaodong Xu"
bandwhich,0.23.1 1,https://codeberg.org/kiss-community/community.git,community/bandwhich,main,"git-bruh"
tuitube,git 8,https://codeberg.org/kiss-community/community.git,community/tuitube,main,"djt3"
cups-filters,2.0.1 1,https://codeberg.org/kiss-community/community.git,community/cups-filters,main,"Vouivre"
docker,29.1.3 1,https://codeberg.org/kiss-community/community.git,community/docker,main,"git-bruh"
scenefx,0.2.1 1,https://codeberg.org/kiss-community/community.git,community/scenefx,main,"Rohan"
qt5-webengine,5.15.3 3,https://codeberg.org/kiss-community/community.git,community/qt5-webengine,main,"git-bruh"
uacme,1.7.6 1,https://codeberg.org/kiss-community/community.git,community/uacme,main,"chra"
glorytun,0.3.4 1,https://codeberg.org/kiss-community/community.git,community/glorytun,main,"Adrien Gallouët"
poppler,26.01.0 1,https://codeberg.org/kiss-community/community.git,community/poppler,main,"vouivre"
gdb,17.1 1,https://codeberg.org/kiss-community/community.git,community/gdb,main,"git-bruh"
libpsl,0.21.5 1,https://codeberg.org/kiss-community/community.git,community/libpsl,main,"hovercats"
gtar,1.35 1,https://codeberg.org/kiss-community/community.git,community/gtar,main,"git-bruh"
scryer-prolog,0.9.4 1,https://codeberg.org/kiss-community/community.git,community/scryer-prolog,main,"Ethan"
wireguard-tools,1.0.20210914 2,https://codeberg.org/kiss-community/community.git,community/wireguard-tools,main,"git-bruh"
fdk-aac,2.0.2 1,https://codeberg.org/kiss-community/community.git,community/fdk-aac,main,"sewn"
entr,5.6 1,https://codeberg.org/kiss-community/community.git,community/entr,main,"Ethan"
slirp4netns,1.3.3 1,https://codeberg.org/kiss-community/community.git,community/slirp4netns,main,"git-bruh"
retrogram-rtlsdr,git 1,https://codeberg.org/kiss-community/community.git,community/retrogram-rtlsdr,main,"Michael Czigler"
virglrenderer,1.2.0 1,https://codeberg.org/kiss-community/community.git,community/virglrenderer,main,"git-bruh"
libslirp,4.9.1 1,https://codeberg.org/kiss-community/community.git,community/libslirp,main,"git-bruh"
pinentry,1.3.2 1,https://codeberg.org/kiss-community/community.git,community/pinentry,main,"phoebos"
vmwh,git 2,https://codeberg.org/kiss-community/community.git,community/vmwh,main,"Ben Cornett"
cups,2.4.16 1,https://codeberg.org/kiss-community/community.git,community/cups,main,"vouivre"
inih,62 1,https://codeberg.org/kiss-community/community.git,community/inih,main,"git-bruh"
swaylock,1.7.2 1,https://codeberg.org/kiss-community/community.git,community/swaylock,main,"git-bruh"
libconfig,1.7.3 1,https://codeberg.org/kiss-community/community.git,community/libconfig,main,"git-bruh"
tcpdump,4.99.6 1,https://codeberg.org/kiss-community/community.git,community/tcpdump,main,"git-bruh"
icu,74.2 1,https://codeberg.org/kiss-community/community.git,community/icu,main,"hovercats"
pash,2.3.0 1,https://codeberg.org/kiss-community/community.git,community/pash,main,"aabacchus"
slides,0.7.3 1,https://codeberg.org/kiss-community/community.git,community/slides,main,"Xiaodong Xu"
nettle,3.10.2 1,https://codeberg.org/kiss-community/community.git,community/nettle,main,"vouivre"
twemoji-color-font,14.0.2 1,https://codeberg.org/kiss-community/community.git,community/twemoji-color-font,main,"git-bruh"
autoconf,2.72 1,https://codeberg.org/kiss-community/community.git,community/autoconf,main,"git-bruh"
s6-linux-init,1.2.0.0 1,https://codeberg.org/kiss-community/community.git,community/s6-linux-init,main,"git-bruh"
jo,1.6 1,https://codeberg.org/kiss-community/community.git,community/jo,main,"Xiaodong Xu"
libcap,2.77 1,https://codeberg.org/kiss-community/community.git,community/libcap,main,"git-bruh"
tiv,1.1.0 1,https://codeberg.org/kiss-community/community.git,community/tiv,main,"Michael Czigler"
tig,2.5.12 1,https://codeberg.org/kiss-community/community.git,community/tig,main,"Jason E"
hexyl,0.10.0 1,https://codeberg.org/kiss-community/community.git,community/hexyl,main,"Dilyn Corner"
groff,1.23.0 1,https://codeberg.org/kiss-community/community.git,community/groff,main,"phoebos"
procps-ng,4.0.4 1,https://codeberg.org/kiss-community/community.git,community/procps-ng,main,"sewn"
appstream,1.1.2 1,https://codeberg.org/kiss-community/community.git,community/appstream,main,"git-bruh"
nextvi,3.2 1,https://codeberg.org/kiss-community/community.git,community/nextvi,main,"Kyryl Melekhin"
wireless_tools,30.pre9 1,https://codeberg.org/kiss-community/community.git,community/wireless_tools,main,"git-bruh"
pfetch,0.6.0 1,https://codeberg.org/kiss-community/community.git,community/pfetch,main,"Owen Rafferty"
